ROW_ID,Sectors,G_ID,111 Crop Farming,112 Livestock,113 Forestry & Logging,114 Fishing0 Hunting & Trapping,115 Ag & Forestry Svcs,211 Oil & gas extraction,212 Mining,213 Mining services,221 Utilities,230 Construction,311 Food products,312 Beverage & Tobacco,313 Textile Mills,314 Textile Products,315 Apparel,316 Leather & Allied,321 Wood Products,322 Paper Manufacturing,323 Printing & Related,324 Petroleum & coal prod,325 Chemical Manufacturing,326 Plastics & rubber prod,327 Nonmetal mineral prod,331 Primary metal mfg,332 Fabricated metal prod,333 Machinery Mfg,334 Computer & oth electron,335 Electircal eqpt & appliances,336 Transportation eqpmt,337 Furniture & related prod,339 Miscellaneous mfg,42  Wholesale Trade,441 Motor veh & parts dealers,442 Furniture & home furnishings,443 Electronics & appliances stores,444 Bldg materials & garden dealers,445 food & beverage stores,446 Health & personal care stores,447 Gasoline stations,448 Clothing & accessories stores,451 Sports0 hobby0 book & music stores,452 General merch stores,453 Misc retailers,454 Non0store retailers,481 Air transportation,482 Rail Transportation,483 Water transportation,484 Truck transportation,485 Transit & ground passengers,486 Pipeline transportation,487 Sightseeing transportation,49A Postal service couriers & messengers,493 Warehousing & storage,511 Publishing industries,512 Motion picture & sound recording,515 Broadcasting,517 Telecommunications,518 Internet & data process svcs,519 Other information services,521 Monetary authorities,522 Credit intermediation & related,523 Securities & other financial,524 Insurance carriers & related,525 Funds0 trusts & other finan,531 Real estate,532 Rental & leasing svcs,533 Lessor of nonfinance intang assets,541 Professional0 scientific & tech svcs,551 Management of companies,561 Admin support svcs,562 Waste mgmt & remediation svcs,611 Educational svcs,621 Ambulatory health care,622 Hospitals,623 Nursing & residential care,624 Social assistance,711 Performing arts & spectator sports,712 Museums & similar,713 Amusement0 gambling & recreation,721 Accommodations,722 Food svcs & drinking places,811 Repair & maintenance,812 Personal & laundry svcs,813 Religious0 grantmaking0 & similar orgs,814 Private households,92 Government,Households LT10k,Households 10015k,Households 15025k,Households 25035k,Households 35050k,Households 50075k,Households 750100k,Households 1000150k,Households 150k+,Federal Government NonDefense,Federal Government Defense,Federal Government Investment,State/Local Govt NonEducation,State/Local Govt Education,State/Local Govt Investment,Capital,Inventory Additions/Deletions,Foreign Trade,Domestic Trade
437,524 Insurance carriers & related,51,384.4,19.66,0.19,0.25,14.57,3.22,13,8.23,20.25,14.83,143.55,88.02,5.61,4.87,92.6,12.45,12.47,14.27,14.49,13.5,105.4,24.48,34.88,8.74,45.55,57.67,294.06,40.11,45.01,20.18,53.78,1779.71,117.57,36.61,24.59,74.34,96.38,71.48,24.79,101.18,24.4,40.08,42.94,165,38.99,0.65,55.87,778.27,346.3,1.81,106.09,150.62,57.98,91.16,332.97,8.03,28.06,62.6,179.83,47.86,1719.41,1991.46,19071.74,129.8,4495.83,211.25,279.87,1619.91,117.17,831.28,136.67,81.69,1797.16,2012.35,169.1,313.32,337.04,48.04,196.45,163.07,408.8,181.77,149.62,32.79,0,1244.42,975.69,1878.31,1406.55,1399.13,2927.03,4358.69,5080.04,3237.69,4567.21,326.85,0,0,1.81,3.18,0,795.38,0,1085.7,3198.18
439,525 Funds0 trusts & other finan,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086.6,535.63,140.72,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.24,1465.44,1296.76,1030.79,2144.44,4320.99,4849.17,1742.49,1896.42,0,0,0,0,0,0,0,0,0,1289.95
440,531 Real estate,56,1242.5,145.35,1.37,0,2.9,3.58,2.44,1.82,174.8,1316.31,46.53,32.61,1.56,6.55,18.77,2.12,17.65,14.76,23.06,1.37,13.39,25.48,16.69,3.48,91.13,12.51,21.72,11.65,8.74,34.28,25.31,7666.16,667.1,653.95,439.25,1327.93,1909.05,1276.82,442.77,1807.2,435.82,1572.74,766.96,2947.25,265.2,12.87,141.03,637.97,104.78,8.71,278.47,311.57,1349.67,448.64,643.81,485.98,3578.35,657.96,2094.51,102.27,632.56,3200.62,733.69,46.63,22740.19,860.39,463.59,17521.05,1830.82,2315.15,188.1,2674.47,8325.6,1847.63,2138.79,3253.35,1184.29,288.43,2510.64,422.33,5972.75,2085.46,2160.9,1681.69,0,709.51,10666.75,16938.26,12260.07,12490.57,25774.63,36586.45,45987.07,27296.43,45581.23,965.08,39.97,0,4394.12,132.22,0,13446.5,0,754.51,86764.62
442,532 Rental & leasing svcs,56,222.52,6.45,1.76,0,24,42.15,30.72,27.57,17.48,1590.92,98.43,28.33,1.41,1.34,4.58,0.32,12.01,16.53,30.99,14.05,51.59,23.92,32.83,8.25,57.13,52.13,169.22,10.15,42.41,13.31,22.67,886.32,27.29,14.27,9.58,28.97,35.76,27.86,9.66,39.43,9.51,17.18,16.73,64.3,597.18,112.97,2.94,708.86,213.79,0.38,32.32,104.8,59.97,55.24,335.92,552.4,131.1,92.65,633.9,0.94,0.89,150.03,60.43,0.72,172.69,232.08,123.77,753.36,409.41,242.2,72.65,128.96,521.83,343.58,45.9,53.8,116.17,3.8,55.54,47.29,112.26,67.54,137.38,25.56,0,59.06,225.48,370.61,361.18,332.16,692.36,1034.37,1266.71,829.58,1314.33,7.87,22.17,0,676.76,182.96,0,0,0,664.12,1350.87
446,533 Lessor of nonfinance intang assets,56,18.33,0,0.02,0,8.09,28.49,14.06,12.5,32.63,133.15,214.61,632.25,6.24,0,74.88,4.21,10.25,75.07,44.67,37.7,495.67,59.29,56.52,20.42,221.18,184.6,1480.14,58.71,275.1,12.12,310.81,879.21,26.37,42.39,28.47,86.07,87.81,82.76,28.7,117.14,28.25,52.64,49.71,191.04,49.05,1.15,0.1,207.08,0,0,20.33,8.13,10.07,433.17,22.06,462.98,318.96,1287.58,117.96,33.79,91.7,445.5,102.81,0,62.66,54.57,225.67,1781.12,1184.17,402.57,77.91,89.18,132.82,19.87,0.19,19.67,153.99,0.13,68.02,80.96,723.65,6.44,21.03,0.6,0,101.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9536.43,6366.85
447,541 Professional0 scientific & tech svcs,60,142.07,80.29,2.26,0.27,221.31,46.41,72.62,118.29,829.23,5349.16,1279.04,522.02,38.47,32.49,205.03,22.93,176.08,202.61,287.08,138.81,1308.99,379.8,338.82,121.52,810.35,587.84,3826.41,161.36,756.62,283.01,1216.12,10661.88,802.63,381.62,256.33,774.92,813.81,745.09,258.38,1054.6,254.33,797.93,447.56,1719.88,480.76,158.08,203.64,356.17,660.01,46.15,221.29,246.71,400.15,1945.7,2584.8,2592.3,8121.48,1658.48,8898.96,1188.78,1314.14,6348.4,1709.16,183.53,8289.53,383.76,3887.07,33817.09,7665.34,4891.16,304.46,625.98,4076.89,2933.19,682.03,932.21,1470.42,90.56,1874.38,1057.34,2933.09,595.64,743.56,850.39,0,3599.64,965.89,938.22,675.99,988.95,1692.51,1980.04,2738.04,3062.74,4504.51,1354.79,7059.17,12466.64,7634.27,993.85,2981.46,61053.51,0,12601.35,94040.69
461,551 Management of companies,64,0,0,0,0,0,166.82,57.45,27.18,0,291.79,2270.6,1950.05,90.84,19.51,234.14,13.03,202.36,366.6,255.56,426.29,6132.87,378.92,412.26,121.61,642.7,623.43,5146.85,301.75,2363.81,178.78,1283.86,6609.59,24.25,128.55,86.35,261.04,219.8,250.99,87.04,355.25,85.67,1655.12,150.76,579.35,61.19,0,34.8,515.85,30.52,0,216.26,90.72,34.15,274.53,79.15,196.34,85.7,89.74,840.67,149.83,769.02,2654.64,156.03,17.02,254.29,284.37,3.66,3161.55,0,1891.22,190.03,72.76,2863.19,412.8,193.08,284.35,327.42,1.16,155.42,429.23,4091.62,477.15,313.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8166.55,4.55
462,561 Admin support svcs,65,36.74,17.88,0.22,0.03,18.94,1.88,9.66,23.32,275.94,1051.1,367.24,126.43,15.9,6.67,213.81,6.28,57.01,107.17,300.46,73.02,316.18,132.48,138.53,86.52,546.45,204.83,2242.65,82.29,513.39,52.41,195.63,4512,210.83,110.57,74.27,224.52,313.37,215.88,74.86,305.55,73.69,135.63,129.67,498.31,281.74,48.54,140.74,631.21,297.37,18.22,386.74,450.43,373.62,725.19,509.43,364.83,2015.23,1228.44,2446.41,468.5,465,1965.25,713.52,5.74,18450.38,172.81,2892.48,14481.05,922.35,3897.17,349.83,372.09,3431.27,2303.08,490.7,536.51,681.34,31.7,280.72,400.31,938.92,306.1,342.95,375.64,0,1414.32,211.81,358.43,248.61,260.09,546.79,809.05,1100.61,933.6,2492.57,256.3,1734.68,19.7,3764.05,2052.62,4.71,99.26,0,351.67,3403.56
471,562 Waste mgmt & remediation svcs,65,2.96,0.04,0.04,0,0.01,7.94,5.01,1.55,23.93,266.62,194.28,93.14,6.03,3.01,8.53,0.98,13.02,29.99,16.45,32.07,247.23,31.65,37.11,15.4,57.38,30.58,202.16,16.38,55.51,17.53,40.77,245.77,37.11,11.96,8.03,24.28,71.31,23.35,8.1,33.04,7.97,25.55,14.02,53.89,20.15,2.45,244.26,45.92,228.65,1.75,147.7,3.13,48,8.8,14.98,6.49,29.26,12.39,25.98,0.57,0.07,21.47,40.52,0.02,1301.45,8.11,111.61,210.41,86.92,171.1,947.05,76.76,175.39,120.85,72.21,72.11,24.17,2.9,65.68,120.11,243.56,36.63,50.51,55.53,0,475.04,85.31,152.76,110.7,108.16,211.81,277.4,311.88,159.92,201.75,15.98,41.58,0,1927.77,0,0.57,0.66,0.01,117.61,747.3
472,611 Educational svcs,69,11.58,2.99,0,0.2,9.51,0,0,0,4.49,2.17,0,0,0,0,0,0,0,0,3.29,0.25,0,0.08,0,0,0,0,0,0,0,0,0,55.17,1.19,12.29,8.25,24.95,33.4,23.99,8.32,33.95,8.19,0,14.41,55.37,2.75,0.57,0,0,0.16,0.09,1.08,0,0,0,0,0,15.11,11.3,0,0.32,1.85,0.5,0,0,0,0,0,5.82,0,11.21,0,130.73,0.58,5.42,0,0,116.59,6.54,10.97,0,0,0,0.24,113.01,0,1.61,1552.84,1616.43,957.75,970.24,2268.65,3256.18,5599.51,5225.11,9091.43,8.69,52.01,0,741.62,0,0,0,0,219.28,1371.82
475,621 Ambulatory health care,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.65,0,5.12,0,0,858.21,785.95,3.24,0,7.02,0,0.13,0,0,0,0,2.54,0,0,2983.58,7868.44,5049.52,5481.85,11273.06,16275.81,21659.86,13368.44,17829.85,72.65,0,0,251.64,0,0,0,0,10.82,25188.85
482,622 Hospitals,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.68,0,0,0,0,0,0,0,0,0,0,0,0,5318.41,6366.29,3440.77,3201.44,8769.75,13246.39,14357.13,10111.73,7268.26,0,0,0,0,0,0,0,0,57.37,73.21
483,623 Nursing & residential care,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.51,6450.53,2791.96,749,870.53,2377.74,2757.05,1420.42,2192.12,192.75,0,0,41.11,0,0,0,0,0,0
485,624 Social assistance,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891.9,1656.93,1281.07,986.86,2183.03,3265.13,4168.06,2654.3,5431.68,6.74,0,0,214.64,0,0,0,0,0,11380.68
488,711 Performing arts & spectator sports,76,9.33,3.42,0.03,0,0,0,0,0.11,5.27,34.86,36.13,9.76,1.09,0.7,3.83,0.25,6.41,7.28,8.17,5.9,7.33,11.91,9.1,3.54,16.1,13.75,19.65,1.09,10.07,3.69,13.69,187.42,22.75,5.67,3.81,11.51,32.18,11.06,3.84,15.66,3.78,2.5,6.65,25.54,4.94,21.21,0,11.86,2.63,0,17.41,3.27,8.11,38.44,2425.75,2668.31,572.55,44.86,44.65,72,47.95,50.88,32.49,5.08,129.81,27.23,0,811.77,307.28,260.44,12.51,69.76,76.99,44.94,18.17,51.08,3368.7,0.78,161.3,33.82,275.03,13.45,111.24,22.6,0,12.78,213.06,363.12,276.96,283.61,680.66,1138.28,1571.54,1124.52,2697.51,11.85,138.81,0,0,349.59,0,585.7,0,640.68,11040.4
493,712 Museums & similar,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.69,113.69,91.64,81.64,174.31,247.66,294.57,180.11,261.38,0,0,0,0,0,0,0,0,0,186.45
494,713 Amusement0 gambling & recreation,76,4.22,2.23,0,0,0.45,0,0.08,0.41,4.54,17.4,11.67,4.63,0.19,0.17,0.61,0.09,2.11,2.53,4.92,1.27,3.56,4.53,4.28,1.03,8.63,6.24,15.76,0.29,4.63,2.67,8.06,56.54,0.23,3.99,2.68,8.1,7.05,7.79,2.7,11.02,2.66,0,4.68,17.97,0,0.06,0,0.11,0.18,0,0.89,0,0.13,13.51,9.71,3.58,18.07,37.05,21.68,22.53,28.41,30.52,18.93,0.96,28.7,7.46,0,179.92,75.91,97.56,6.93,20.66,48.65,1.58,5.55,11.75,12.59,0,3.84,30.4,28.51,2.95,4.22,5.78,0,52.01,425.05,1632.18,1629.44,582.98,1657.71,2659.48,4799.78,1377.42,3091.78,0.51,70.07,0,105.68,50.17,0,0,0,0,3239.61
499,721 Accommodations,79,3.51,0.42,0,0,0.01,0.01,0.08,0.24,5.81,28.86,10.3,4.08,0.21,0.2,0.64,0.09,1.91,2.25,8.35,1.23,3.52,5.5,3.8,1.05,7.99,6.12,14.76,0.56,4.33,2.48,7.8,41.61,2.04,2.29,1.54,4.64,7.29,4.47,1.55,6.32,1.52,4.46,2.68,10.31,0.79,0.13,0.4,1.86,2.48,0.06,3.84,2.06,5.07,14.92,12.56,5.26,28.65,40.81,28.49,23.27,30.93,40.64,20.63,1.12,94.2,10.52,7.98,220.76,14.68,82.99,10.94,22.35,58.76,6.84,9.3,15.31,6.33,0.83,10.3,5.3,37.09,9.01,8.8,10.61,0,9.68,82.05,145.36,103.1,121.38,257.86,447.63,638.67,490.74,1018.22,14.99,26.08,0,68.72,41.25,0,37.83,0,2.12,15265.18
501,722 Food svcs & drinking places,79,19.08,7.03,0,0,0,0.05,0.67,15.91,117.14,202.58,206.29,68.47,5.6,4.13,19.73,2.03,39.06,46.09,67.57,34.52,61.14,70.08,66.87,22.57,127.92,105.06,210.7,11.81,76.63,36.69,122.94,624.58,34.71,14.7,9.87,29.84,46.46,28.69,9.95,40.61,9.79,11.51,17.23,66.23,281.42,0.51,0,75.06,8.94,0.26,8.65,77.63,4.87,141.54,133.26,35.84,180.02,378.87,263.65,518.07,364.38,304.07,252.15,27.33,723.41,131.9,104.22,2973.32,306.57,1109.57,90.25,167.07,1072.81,557.24,111.06,274.31,39.75,4.44,55.14,292.43,384.5,81.65,71.89,67.76,0,92.27,3229.87,5159.12,3993.71,3950.96,8977.88,14270.25,17430.54,11117.12,14854.87,36.71,135.8,0,2353.16,779.83,0,0,0,270.96,11984.86
504,811 Repair & maintenance,82,27.44,5.66,5.06,0,0,0.37,1.76,9.34,35.57,683.34,235.95,79.29,5.87,4.21,12.41,1.42,27.03,67.75,43.69,52.69,211.65,60.04,72.24,39.51,116.37,70.27,561.28,32.28,94.67,22.86,71.14,1845.28,92.79,44.7,30.03,90.77,253.27,87.28,30.27,123.53,29.79,83.22,52.43,201.46,3.1,2.96,6.58,102.55,11.35,2.39,80.31,45.42,207.01,79.58,38.89,77.7,743.32,321.33,247.18,276.5,61.4,234.04,50.05,1.68,609.95,469.98,26.54,1288.51,516.24,907.93,203.39,192.22,517.89,796.59,60.69,102.4,85.64,9.3,124.89,104.53,779.36,149.65,109.38,43.81,0,364.52,771.9,1557.45,1281.76,1239.47,2605.97,3313.49,4288.98,2489.36,2884.23,42.76,146.18,0,1129.86,1419.14,0,0,0,8.76,5514.44
509,812 Personal & laundry svcs,82,0,0,0,0,9.84,0,0,0,0.25,0,0.21,0,1.01,0.36,0.33,0,0.23,0.12,0,0.09,0.06,0.24,5.06,1.79,13.92,1.88,0,0,7.46,0,3.77,241.15,12.58,2.6,1.74,5.27,5.21,5.07,1.76,7.18,1.73,0.49,3.05,11.7,0.84,0.8,0,8.87,81.14,0,61.34,15.2,13.18,3.56,3.87,1.41,60.27,0.36,0,3.66,12.23,11.69,0.93,0,7.9,4.64,0,295.6,0.19,63.09,1.13,36.57,117.24,198.97,74.28,50.47,40.77,0.11,65.49,51.06,65.58,71.5,258.06,5.59,0,10.82,912.6,1346.64,1087.28,753.68,1870.01,2630.23,3363.36,2040,2839.25,4.55,4.66,0,451.5,0.54,0,0,0,0,3114.98
513,813 Religious0 grantmaking0 & similar orgs,82,31.07,5.9,0,0,0.16,0.57,1.02,1.21,22.11,131.82,26.78,7.61,0.83,0.6,1.91,0.22,5.7,6.56,6.08,6.69,4.91,8.99,7.94,2.73,14.19,8.76,13.69,1.16,5.88,4.76,12.52,83.01,5.14,5.37,3.61,10.91,7.32,10.49,3.64,14.85,3.58,1.38,6.3,24.22,11.71,2.04,0.15,34.07,3.75,0.37,4.03,9.49,3.25,21.19,26.29,5.29,73.24,18.5,39.75,215.75,107.07,21.03,52.97,3.56,40.22,9.96,204.47,408.51,184.99,70.25,5.98,23.44,123.83,28.03,25.23,8.78,45.24,0.19,4.22,3.83,35.92,20.81,53.9,51.01,0,27.76,1057.27,1616.35,1304.09,1122.71,2588.03,3502.68,4507.6,2696.74,3639.7,1.03,5.24,9.26,8.74,0.73,2.22,45.37,0,53.79,2566.05
517,814 Private households,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.89,198.15,134.55,129.14,256.82,376.7,495.06,350.42,629.82,0,0,0,0,0,0,0,0,0,1898.03
